 -2169.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  3.30000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2168.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  46.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2167.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  31.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2166.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  59.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2165.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  99.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2164.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  37.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2163.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  30.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2162.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  43.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2161.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  50.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2160.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  76.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2159.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  24.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2158.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  38.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2157.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  29.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2156.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  66.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2155.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  29.5000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2154.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  47.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2153.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  38.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2152.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  10.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2151.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  84.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2150.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  75.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2149.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  35.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2148.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  13.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2147.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  55.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2146.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  40.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2145.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  3.80000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2144.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  47.5000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2143.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  23.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2142.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  72.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2141.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  41.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2140.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  26.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2139.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  98.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2138.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  2.00000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2137.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  56.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2136.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  41.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2135.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  57.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2134.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  15.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2133.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  47.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2132.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  150.400    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2131.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  140.200    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2130.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  31.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2129.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  66.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2128.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  76.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2127.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  126.200    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2126.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  36.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2125.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  26.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2124.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  12.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2123.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  44.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2122.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  56.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2121.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  39.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2120.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  13.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2119.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  103.400    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2118.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  74.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2117.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  65.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2116.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  26.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2115.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  35.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2114.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  16.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2113.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  43.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2112.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  39.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -2111.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  46.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
